,acquisition,path,Session,CC,Subject,GC,MI,Processing
23,EPIlowcov_run-1_cbv,/home/nexus/.scratch/irsabi/preprocessing/legacy_collapsed/sub-4007/ses-ofMcF1/func/sub-4007_ses-ofMcF1_task-JogB_acq-EPIlowcov_run-1_cbv.nii.gz,ofMcF1,-0.552968,4007,-0.677662,-0.256935,Legacy
24,EPIlowcov_run-0_bold,/home/nexus/.scratch/irsabi/preprocessing/legacy_collapsed/sub-4007/ses-ofMcF2/func/sub-4007_ses-ofMcF2_task-JogB_acq-EPIlowcov_run-0_bold.nii.gz,ofMcF2,-0.749615,4007,-0.785479,-0.318712,Legacy
25,EPIlowcov_run-1_cbv,/home/nexus/.scratch/irsabi/preprocessing/legacy_collapsed/sub-4007/ses-ofMcF2/func/sub-4007_ses-ofMcF2_task-JogB_acq-EPIlowcov_run-1_cbv.nii.gz,ofMcF2,-0.679993,4007,-0.594717,-0.219851,Legacy
26,EPIlowcov_run-0_bold,/home/nexus/.scratch/irsabi/preprocessing/legacy_collapsed/sub-4007/ses-ofMpF/func/sub-4007_ses-ofMpF_task-JogB_acq-EPIlowcov_run-0_bold.nii.gz,ofMpF,-0.63743,4007,-0.786278,-0.277861,Legacy
27,EPIlowcov_run-1_cbv,/home/nexus/.scratch/irsabi/preprocessing/legacy_collapsed/sub-4007/ses-ofMpF/func/sub-4007_ses-ofMpF_task-JogB_acq-EPIlowcov_run-1_cbv.nii.gz,ofMpF,-0.584061,4007,-0.569533,-0.188368,Legacy
28,EPIlowcov_run-0_bold,/home/nexus/.scratch/irsabi/preprocessing/legacy_collapsed/sub-4008/ses-ofM/func/sub-4008_ses-ofM_task-JogB_acq-EPIlowcov_run-0_bold.nii.gz,ofM,-0.627818,4008,-0.780818,-0.289961,Legacy
29,EPIlowcov_run-1_cbv,/home/nexus/.scratch/irsabi/preprocessing/legacy_collapsed/sub-4008/ses-ofM/func/sub-4008_ses-ofM_task-JogB_acq-EPIlowcov_run-1_cbv.nii.gz,ofM,-0.472976,4008,-0.57382,-0.174279,Legacy
30,EPIlowcov_run-0_bold,/home/nexus/.scratch/irsabi/preprocessing/legacy_collapsed/sub-4008/ses-ofMaF/func/sub-4008_ses-ofMaF_task-JogB_acq-EPIlowcov_run-0_bold.nii.gz,ofMaF,-0.633942,4008,-0.782072,-0.287404,Legacy
31,EPIlowcov_run-1_cbv,/home/nexus/.scratch/irsabi/preprocessing/legacy_collapsed/sub-4008/ses-ofMaF/func/sub-4008_ses-ofMaF_task-JogB_acq-EPIlowcov_run-1_cbv.nii.gz,ofMaF,-0.487549,4008,-0.590988,-0.202014,Legacy
32,EPIlowcov_run-0_bold,/home/nexus/.scratch/irsabi/preprocessing/legacy_collapsed/sub-4008/ses-ofMcF1/func/sub-4008_ses-ofMcF1_task-JogB_acq-EPIlowcov_run-0_bold.nii.gz,ofMcF1,-0.611598,4008,-0.771924,-0.282253,Legacy
33,EPIlowcov_run-1_cbv,/home/nexus/.scratch/irsabi/preprocessing/legacy_collapsed/sub-4008/ses-ofMcF1/func/sub-4008_ses-ofMcF1_task-JogB_acq-EPIlowcov_run-1_cbv.nii.gz,ofMcF1,-0.646946,4008,-0.657967,-0.228394,Legacy
34,EPIlowcov_run-0_bold,/home/nexus/.scratch/irsabi/preprocessing/legacy_collapsed/sub-4008/ses-ofMcF2/func/sub-4008_ses-ofMcF2_task-JogB_acq-EPIlowcov_run-0_bold.nii.gz,ofMcF2,-0.609352,4008,-0.763382,-0.276789,Legacy
35,EPIlowcov_run-1_cbv,/home/nexus/.scratch/irsabi/preprocessing/legacy_collapsed/sub-4008/ses-ofMcF2/func/sub-4008_ses-ofMcF2_task-JogB_acq-EPIlowcov_run-1_cbv.nii.gz,ofMcF2,-0.593781,4008,-0.664477,-0.244724,Legacy
36,EPIlowcov_run-0_bold,/home/nexus/.scratch/irsabi/preprocessing/legacy_collapsed/sub-4008/ses-ofMpF/func/sub-4008_ses-ofMpF_task-JogB_acq-EPIlowcov_run-0_bold.nii.gz,ofMpF,-0.607529,4008,-0.762585,-0.283073,Legacy
37,EPIlowcov_run-1_cbv,/home/nexus/.scratch/irsabi/preprocessing/legacy_collapsed/sub-4008/ses-ofMpF/func/sub-4008_ses-ofMpF_task-JogB_acq-EPIlowcov_run-1_cbv.nii.gz,ofMpF,-0.433018,4008,-0.523491,-0.168944,Legacy
38,EPIlowcov_run-0_bold,/home/nexus/.scratch/irsabi/preprocessing/legacy_collapsed/sub-4009/ses-ofM/func/sub-4009_ses-ofM_task-JogB_acq-EPIlowcov_run-0_bold.nii.gz,ofM,-0.610416,4009,-0.76738,-0.282831,Legacy
39,EPIlowcov_run-1_cbv,/home/nexus/.scratch/irsabi/preprocessing/legacy_collapsed/sub-4009/ses-ofM/func/sub-4009_ses-ofM_task-JogB_acq-EPIlowcov_run-1_cbv.nii.gz,ofM,-0.552966,4009,-0.582614,-0.212612,Legacy
40,EPIlowcov_run-0_bold,/home/nexus/.scratch/irsabi/preprocessing/legacy_collapsed/sub-4009/ses-ofMaF/func/sub-4009_ses-ofMaF_task-JogB_acq-EPIlowcov_run-0_bold.nii.gz,ofMaF,-0.656219,4009,-0.756547,-0.265275,Legacy
41,EPIlowcov_run-1_cbv,/home/nexus/.scratch/irsabi/preprocessing/legacy_collapsed/sub-4009/ses-ofMaF/func/sub-4009_ses-ofMaF_task-JogB_acq-EPIlowcov_run-1_cbv.nii.gz,ofMaF,-0.499115,4009,-0.541723,-0.180257,Legacy
42,EPIlowcov_run-0_bold,/home/nexus/.scratch/irsabi/preprocessing/legacy_collapsed/sub-4009/ses-ofMcF1/func/sub-4009_ses-ofMcF1_task-JogB_acq-EPIlowcov_run-0_bold.nii.gz,ofMcF1,-0.673328,4009,-0.760962,-0.283798,Legacy
43,EPIlowcov_run-1_cbv,/home/nexus/.scratch/irsabi/preprocessing/legacy_collapsed/sub-4009/ses-ofMcF1/func/sub-4009_ses-ofMcF1_task-JogB_acq-EPIlowcov_run-1_cbv.nii.gz,ofMcF1,-0.516421,4009,-0.63016,-0.22898,Legacy
44,EPIlowcov_run-0_bold,/home/nexus/.scratch/irsabi/preprocessing/legacy_collapsed/sub-4009/ses-ofMcF2/func/sub-4009_ses-ofMcF2_task-JogB_acq-EPIlowcov_run-0_bold.nii.gz,ofMcF2,-0.608441,4009,-0.761155,-0.274842,Legacy
45,EPIlowcov_run-1_cbv,/home/nexus/.scratch/irsabi/preprocessing/legacy_collapsed/sub-4009/ses-ofMcF2/func/sub-4009_ses-ofMcF2_task-JogB_acq-EPIlowcov_run-1_cbv.nii.gz,ofMcF2,-0.457956,4009,-0.540423,-0.174725,Legacy
46,EPIlowcov_run-0_bold,/home/nexus/.scratch/irsabi/preprocessing/legacy_collapsed/sub-4009/ses-ofMpF/func/sub-4009_ses-ofMpF_task-JogB_acq-EPIlowcov_run-0_bold.nii.gz,ofMpF,-0.644919,4009,-0.739386,-0.259822,Legacy
47,EPIlowcov_run-1_cbv,/home/nexus/.scratch/irsabi/preprocessing/legacy_collapsed/sub-4009/ses-ofMpF/func/sub-4009_ses-ofMpF_task-JogB_acq-EPIlowcov_run-1_cbv.nii.gz,ofMpF,-0.505352,4009,-0.633935,-0.210102,Legacy
48,EPIlowcov_run-0_bold,/home/nexus/.scratch/irsabi/preprocessing/legacy_collapsed/sub-4011/ses-ofM/func/sub-4011_ses-ofM_task-JogB_acq-EPIlowcov_run-0_bold.nii.gz,ofM,-0.681584,4011,-0.761829,-0.268176,Legacy
49,EPIlowcov_run-1_cbv,/home/nexus/.scratch/irsabi/preprocessing/legacy_collapsed/sub-4011/ses-ofM/func/sub-4011_ses-ofM_task-JogB_acq-EPIlowcov_run-1_cbv.nii.gz,ofM,-0.627574,4011,-0.569251,-0.190343,Legacy
50,EPIlowcov_run-0_bold,/home/nexus/.scratch/irsabi/preprocessing/legacy_collapsed/sub-4011/ses-ofMaF/func/sub-4011_ses-ofMaF_task-JogB_acq-EPIlowcov_run-0_bold.nii.gz,ofMaF,-0.715913,4011,-0.715744,-0.245578,Legacy
51,EPIlowcov_run-1_cbv,/home/nexus/.scratch/irsabi/preprocessing/legacy_collapsed/sub-4011/ses-ofMaF/func/sub-4011_ses-ofMaF_task-JogB_acq-EPIlowcov_run-1_cbv.nii.gz,ofMaF,-0.476301,4011,-0.54698,-0.17611,Legacy
52,EPIlowcov_run-0_bold,/home/nexus/.scratch/irsabi/preprocessing/legacy_collapsed/sub-4011/ses-ofMcF1/func/sub-4011_ses-ofMcF1_task-JogB_acq-EPIlowcov_run-0_bold.nii.gz,ofMcF1,-0.628931,4011,-0.778429,-0.295443,Legacy
53,EPIlowcov_run-1_cbv,/home/nexus/.scratch/irsabi/preprocessing/legacy_collapsed/sub-4011/ses-ofMcF1/func/sub-4011_ses-ofMcF1_task-JogB_acq-EPIlowcov_run-1_cbv.nii.gz,ofMcF1,-0.515897,4011,-0.632208,-0.210253,Legacy
54,EPIlowcov_run-0_bold,/home/nexus/.scratch/irsabi/preprocessing/legacy_collapsed/sub-4011/ses-ofMcF2/func/sub-4011_ses-ofMcF2_task-JogB_acq-EPIlowcov_run-0_bold.nii.gz,ofMcF2,-0.64691,4011,-0.685853,-0.246579,Legacy
55,EPIlowcov_run-1_cbv,/home/nexus/.scratch/irsabi/preprocessing/legacy_collapsed/sub-4011/ses-ofMcF2/func/sub-4011_ses-ofMcF2_task-JogB_acq-EPIlowcov_run-1_cbv.nii.gz,ofMcF2,-0.504706,4011,-0.573735,-0.183619,Legacy
56,EPIlowcov_run-0_bold,/home/nexus/.scratch/irsabi/preprocessing/legacy_collapsed/sub-4012/ses-ofM/func/sub-4012_ses-ofM_task-JogB_acq-EPIlowcov_run-0_bold.nii.gz,ofM,-0.61162,4012,-0.773017,-0.292004,Legacy
57,EPIlowcov_run-1_cbv,/home/nexus/.scratch/irsabi/preprocessing/legacy_collapsed/sub-4012/ses-ofM/func/sub-4012_ses-ofM_task-JogB_acq-EPIlowcov_run-1_cbv.nii.gz,ofM,-0.448719,4012,-0.496736,-0.167332,Legacy
58,EPIlowcov_run-0_bold,/home/nexus/.scratch/irsabi/preprocessing/legacy_collapsed/sub-4012/ses-ofMaF/func/sub-4012_ses-ofMaF_task-JogB_acq-EPIlowcov_run-0_bold.nii.gz,ofMaF,-0.734497,4012,-0.765085,-0.267713,Legacy
59,EPIlowcov_run-1_cbv,/home/nexus/.scratch/irsabi/preprocessing/legacy_collapsed/sub-4012/ses-ofMaF/func/sub-4012_ses-ofMaF_task-JogB_acq-EPIlowcov_run-1_cbv.nii.gz,ofMaF,-0.664399,4012,-0.564351,-0.191052,Legacy
60,EPIlowcov_run-0_bold,/home/nexus/.scratch/irsabi/preprocessing/legacy_collapsed/sub-4012/ses-ofMcF1/func/sub-4012_ses-ofMcF1_task-JogB_acq-EPIlowcov_run-0_bold.nii.gz,ofMcF1,-0.633448,4012,-0.78342,-0.285935,Legacy
61,EPIlowcov_run-1_cbv,/home/nexus/.scratch/irsabi/preprocessing/legacy_collapsed/sub-4012/ses-ofMcF1/func/sub-4012_ses-ofMcF1_task-JogB_acq-EPIlowcov_run-1_cbv.nii.gz,ofMcF1,-0.536297,4012,-0.652452,-0.236369,Legacy
62,EPIlowcov_run-0_bold,/home/nexus/.scratch/irsabi/preprocessing/legacy_collapsed/sub-4012/ses-ofMcF2/func/sub-4012_ses-ofMcF2_task-JogB_acq-EPIlowcov_run-0_bold.nii.gz,ofMcF2,-0.604398,4012,-0.770234,-0.284429,Legacy
63,EPIlowcov_run-1_cbv,/home/nexus/.scratch/irsabi/preprocessing/legacy_collapsed/sub-4012/ses-ofMcF2/func/sub-4012_ses-ofMcF2_task-JogB_acq-EPIlowcov_run-1_cbv.nii.gz,ofMcF2,-0.559718,4012,-0.659159,-0.242195,Legacy
64,EPIlowcov_run-0_bold,/home/nexus/.scratch/irsabi/preprocessing/legacy_collapsed/sub-4012/ses-ofMpF/func/sub-4012_ses-ofMpF_task-JogB_acq-EPIlowcov_run-0_bold.nii.gz,ofMpF,-0.601145,4012,-0.760492,-0.277584,Legacy
65,EPIlowcov_run-1_cbv,/home/nexus/.scratch/irsabi/preprocessing/legacy_collapsed/sub-4012/ses-ofMpF/func/sub-4012_ses-ofMpF_task-JogB_acq-EPIlowcov_run-1_cbv.nii.gz,ofMpF,-0.470457,4012,-0.564751,-0.18171,Legacy
66,EPIlowcov_run-0_bold,/home/nexus/.scratch/irsabi/preprocessing/legacy_collapsed/sub-4013/ses-ofM/func/sub-4013_ses-ofM_task-JogB_acq-EPIlowcov_run-0_bold.nii.gz,ofM,-0.592035,4013,-0.767609,-0.26214,Legacy
67,EPIlowcov_run-1_cbv,/home/nexus/.scratch/irsabi/preprocessing/legacy_collapsed/sub-4013/ses-ofM/func/sub-4013_ses-ofM_task-JogB_acq-EPIlowcov_run-1_cbv.nii.gz,ofM,-0.527966,4013,-0.590113,-0.197354,Legacy
