,acquisition,path,session,similarity,subject,Processing,Similarity Metric
63,EPIlowcov_run-1_cbv,/home/chymera/data_scratch/irsabi/preprocessing/generic_collapsed/sub-4012/ses-ofMcF2/func/sub-4012_ses-ofMcF2_task-JogB_acq-EPIlowcov_run-1_cbv.nii.gz,ofMcF2,-0.396956,4012,Generic,GC
64,EPIlowcov_run-0_bold,/home/chymera/data_scratch/irsabi/preprocessing/generic_collapsed/sub-4012/ses-ofMpF/func/sub-4012_ses-ofMpF_task-JogB_acq-EPIlowcov_run-0_bold.nii.gz,ofMpF,-0.407431,4012,Generic,GC
65,EPIlowcov_run-1_cbv,/home/chymera/data_scratch/irsabi/preprocessing/generic_collapsed/sub-4012/ses-ofMpF/func/sub-4012_ses-ofMpF_task-JogB_acq-EPIlowcov_run-1_cbv.nii.gz,ofMpF,-0.347566,4012,Generic,GC
66,EPIlowcov_run-0_bold,/home/chymera/data_scratch/irsabi/preprocessing/generic_collapsed/sub-4013/ses-ofM/func/sub-4013_ses-ofM_task-JogB_acq-EPIlowcov_run-0_bold.nii.gz,ofM,-0.413597,4013,Generic,GC
67,EPIlowcov_run-1_cbv,/home/chymera/data_scratch/irsabi/preprocessing/generic_collapsed/sub-4013/ses-ofM/func/sub-4013_ses-ofM_task-JogB_acq-EPIlowcov_run-1_cbv.nii.gz,ofM,-0.373647,4013,Generic,GC
0,EPIlowcov_run-0_bold,/home/chymera/data_scratch/irsabi/preprocessing/legacy_collapsed/sub-4001/ses-ofM/func/sub-4001_ses-ofM_task-JogB_acq-EPIlowcov_run-0_bold.nii.gz,ofM,-0.736057,4001,Legacy,GC
1,EPIlowcov_run-1_cbv,/home/chymera/data_scratch/irsabi/preprocessing/legacy_collapsed/sub-4001/ses-ofM/func/sub-4001_ses-ofM_task-JogB_acq-EPIlowcov_run-1_cbv.nii.gz,ofM,-0.584079,4001,Legacy,GC
2,EPIlowcov_run-0_bold,/home/chymera/data_scratch/irsabi/preprocessing/legacy_collapsed/sub-4001/ses-ofMaF/func/sub-4001_ses-ofMaF_task-JogB_acq-EPIlowcov_run-0_bold.nii.gz,ofMaF,-0.788254,4001,Legacy,GC
3,EPIlowcov_run-1_cbv,/home/chymera/data_scratch/irsabi/preprocessing/legacy_collapsed/sub-4001/ses-ofMaF/func/sub-4001_ses-ofMaF_task-JogB_acq-EPIlowcov_run-1_cbv.nii.gz,ofMaF,-0.577065,4001,Legacy,GC
4,EPIlowcov_run-0_bold,/home/chymera/data_scratch/irsabi/preprocessing/legacy_collapsed/sub-4001/ses-ofMcF1/func/sub-4001_ses-ofMcF1_task-JogB_acq-EPIlowcov_run-0_bold.nii.gz,ofMcF1,-0.791868,4001,Legacy,GC
5,EPIlowcov_run-1_cbv,/home/chymera/data_scratch/irsabi/preprocessing/legacy_collapsed/sub-4001/ses-ofMcF1/func/sub-4001_ses-ofMcF1_task-JogB_acq-EPIlowcov_run-1_cbv.nii.gz,ofMcF1,-0.554076,4001,Legacy,GC
6,EPIlowcov_run-0_bold,/home/chymera/data_scratch/irsabi/preprocessing/legacy_collapsed/sub-4001/ses-ofMcF2/func/sub-4001_ses-ofMcF2_task-JogB_acq-EPIlowcov_run-0_bold.nii.gz,ofMcF2,-0.712063,4001,Legacy,GC
7,EPIlowcov_run-1_cbv,/home/chymera/data_scratch/irsabi/preprocessing/legacy_collapsed/sub-4001/ses-ofMcF2/func/sub-4001_ses-ofMcF2_task-JogB_acq-EPIlowcov_run-1_cbv.nii.gz,ofMcF2,-0.599956,4001,Legacy,GC
8,EPIlowcov_run-0_bold,/home/chymera/data_scratch/irsabi/preprocessing/legacy_collapsed/sub-4002/ses-ofM/func/sub-4002_ses-ofM_task-JogB_acq-EPIlowcov_run-0_bold.nii.gz,ofM,-0.779723,4002,Legacy,GC
9,EPIlowcov_run-1_cbv,/home/chymera/data_scratch/irsabi/preprocessing/legacy_collapsed/sub-4002/ses-ofM/func/sub-4002_ses-ofM_task-JogB_acq-EPIlowcov_run-1_cbv.nii.gz,ofM,-0.637141,4002,Legacy,GC
10,EPIlowcov_run-0_bold,/home/chymera/data_scratch/irsabi/preprocessing/legacy_collapsed/sub-4004/ses-ofM/func/sub-4004_ses-ofM_task-JogB_acq-EPIlowcov_run-0_bold.nii.gz,ofM,-0.672176,4004,Legacy,GC
11,EPIlowcov_run-1_cbv,/home/chymera/data_scratch/irsabi/preprocessing/legacy_collapsed/sub-4004/ses-ofM/func/sub-4004_ses-ofM_task-JogB_acq-EPIlowcov_run-1_cbv.nii.gz,ofM,-0.592154,4004,Legacy,GC
12,EPIlowcov_run-0_bold,/home/chymera/data_scratch/irsabi/preprocessing/legacy_collapsed/sub-4005/ses-ofM/func/sub-4005_ses-ofM_task-JogB_acq-EPIlowcov_run-0_bold.nii.gz,ofM,-0.646588,4005,Legacy,GC
13,EPIlowcov_run-1_cbv,/home/chymera/data_scratch/irsabi/preprocessing/legacy_collapsed/sub-4005/ses-ofM/func/sub-4005_ses-ofM_task-JogB_acq-EPIlowcov_run-1_cbv.nii.gz,ofM,-0.507995,4005,Legacy,GC
14,EPIlowcov_run-0_bold,/home/chymera/data_scratch/irsabi/preprocessing/legacy_collapsed/sub-4005/ses-ofMaF/func/sub-4005_ses-ofMaF_task-JogB_acq-EPIlowcov_run-0_bold.nii.gz,ofMaF,-0.778125,4005,Legacy,GC
15,EPIlowcov_run-1_cbv,/home/chymera/data_scratch/irsabi/preprocessing/legacy_collapsed/sub-4005/ses-ofMaF/func/sub-4005_ses-ofMaF_task-JogB_acq-EPIlowcov_run-1_cbv.nii.gz,ofMaF,-0.567266,4005,Legacy,GC
16,EPIlowcov_run-0_bold,/home/chymera/data_scratch/irsabi/preprocessing/legacy_collapsed/sub-4006/ses-ofM/func/sub-4006_ses-ofM_task-JogB_acq-EPIlowcov_run-0_bold.nii.gz,ofM,-0.650508,4006,Legacy,GC
17,EPIlowcov_run-1_cbv,/home/chymera/data_scratch/irsabi/preprocessing/legacy_collapsed/sub-4006/ses-ofM/func/sub-4006_ses-ofM_task-JogB_acq-EPIlowcov_run-1_cbv.nii.gz,ofM,-0.550576,4006,Legacy,GC
18,EPIlowcov_run-0_bold,/home/chymera/data_scratch/irsabi/preprocessing/legacy_collapsed/sub-4007/ses-ofM/func/sub-4007_ses-ofM_task-JogB_acq-EPIlowcov_run-0_bold.nii.gz,ofM,-0.79481,4007,Legacy,GC
19,EPIlowcov_run-1_cbv,/home/chymera/data_scratch/irsabi/preprocessing/legacy_collapsed/sub-4007/ses-ofM/func/sub-4007_ses-ofM_task-JogB_acq-EPIlowcov_run-1_cbv.nii.gz,ofM,-0.563134,4007,Legacy,GC
20,EPIlowcov_run-0_bold,/home/chymera/data_scratch/irsabi/preprocessing/legacy_collapsed/sub-4007/ses-ofMaF/func/sub-4007_ses-ofMaF_task-JogB_acq-EPIlowcov_run-0_bold.nii.gz,ofMaF,-0.78241,4007,Legacy,GC
21,EPIlowcov_run-1_cbv,/home/chymera/data_scratch/irsabi/preprocessing/legacy_collapsed/sub-4007/ses-ofMaF/func/sub-4007_ses-ofMaF_task-JogB_acq-EPIlowcov_run-1_cbv.nii.gz,ofMaF,-0.647614,4007,Legacy,GC
22,EPIlowcov_run-0_bold,/home/chymera/data_scratch/irsabi/preprocessing/legacy_collapsed/sub-4007/ses-ofMcF1/func/sub-4007_ses-ofMcF1_task-JogB_acq-EPIlowcov_run-0_bold.nii.gz,ofMcF1,-0.792716,4007,Legacy,GC
23,EPIlowcov_run-1_cbv,/home/chymera/data_scratch/irsabi/preprocessing/legacy_collapsed/sub-4007/ses-ofMcF1/func/sub-4007_ses-ofMcF1_task-JogB_acq-EPIlowcov_run-1_cbv.nii.gz,ofMcF1,-0.584145,4007,Legacy,GC
24,EPIlowcov_run-0_bold,/home/chymera/data_scratch/irsabi/preprocessing/legacy_collapsed/sub-4007/ses-ofMcF2/func/sub-4007_ses-ofMcF2_task-JogB_acq-EPIlowcov_run-0_bold.nii.gz,ofMcF2,-0.785147,4007,Legacy,GC
25,EPIlowcov_run-1_cbv,/home/chymera/data_scratch/irsabi/preprocessing/legacy_collapsed/sub-4007/ses-ofMcF2/func/sub-4007_ses-ofMcF2_task-JogB_acq-EPIlowcov_run-1_cbv.nii.gz,ofMcF2,-0.670551,4007,Legacy,GC
26,EPIlowcov_run-0_bold,/home/chymera/data_scratch/irsabi/preprocessing/legacy_collapsed/sub-4007/ses-ofMpF/func/sub-4007_ses-ofMpF_task-JogB_acq-EPIlowcov_run-0_bold.nii.gz,ofMpF,-0.790707,4007,Legacy,GC
27,EPIlowcov_run-1_cbv,/home/chymera/data_scratch/irsabi/preprocessing/legacy_collapsed/sub-4007/ses-ofMpF/func/sub-4007_ses-ofMpF_task-JogB_acq-EPIlowcov_run-1_cbv.nii.gz,ofMpF,-0.569524,4007,Legacy,GC
28,EPIlowcov_run-0_bold,/home/chymera/data_scratch/irsabi/preprocessing/legacy_collapsed/sub-4008/ses-ofM/func/sub-4008_ses-ofM_task-JogB_acq-EPIlowcov_run-0_bold.nii.gz,ofM,-0.783166,4008,Legacy,GC
29,EPIlowcov_run-1_cbv,/home/chymera/data_scratch/irsabi/preprocessing/legacy_collapsed/sub-4008/ses-ofM/func/sub-4008_ses-ofM_task-JogB_acq-EPIlowcov_run-1_cbv.nii.gz,ofM,-0.642272,4008,Legacy,GC
30,EPIlowcov_run-0_bold,/home/chymera/data_scratch/irsabi/preprocessing/legacy_collapsed/sub-4008/ses-ofMaF/func/sub-4008_ses-ofMaF_task-JogB_acq-EPIlowcov_run-0_bold.nii.gz,ofMaF,-0.779036,4008,Legacy,GC
31,EPIlowcov_run-1_cbv,/home/chymera/data_scratch/irsabi/preprocessing/legacy_collapsed/sub-4008/ses-ofMaF/func/sub-4008_ses-ofMaF_task-JogB_acq-EPIlowcov_run-1_cbv.nii.gz,ofMaF,-0.589178,4008,Legacy,GC
32,EPIlowcov_run-0_bold,/home/chymera/data_scratch/irsabi/preprocessing/legacy_collapsed/sub-4008/ses-ofMcF1/func/sub-4008_ses-ofMcF1_task-JogB_acq-EPIlowcov_run-0_bold.nii.gz,ofMcF1,-0.765151,4008,Legacy,GC
33,EPIlowcov_run-1_cbv,/home/chymera/data_scratch/irsabi/preprocessing/legacy_collapsed/sub-4008/ses-ofMcF1/func/sub-4008_ses-ofMcF1_task-JogB_acq-EPIlowcov_run-1_cbv.nii.gz,ofMcF1,-0.661267,4008,Legacy,GC
34,EPIlowcov_run-0_bold,/home/chymera/data_scratch/irsabi/preprocessing/legacy_collapsed/sub-4008/ses-ofMcF2/func/sub-4008_ses-ofMcF2_task-JogB_acq-EPIlowcov_run-0_bold.nii.gz,ofMcF2,-0.764919,4008,Legacy,GC
35,EPIlowcov_run-1_cbv,/home/chymera/data_scratch/irsabi/preprocessing/legacy_collapsed/sub-4008/ses-ofMcF2/func/sub-4008_ses-ofMcF2_task-JogB_acq-EPIlowcov_run-1_cbv.nii.gz,ofMcF2,-0.666292,4008,Legacy,GC
36,EPIlowcov_run-0_bold,/home/chymera/data_scratch/irsabi/preprocessing/legacy_collapsed/sub-4008/ses-ofMpF/func/sub-4008_ses-ofMpF_task-JogB_acq-EPIlowcov_run-0_bold.nii.gz,ofMpF,-0.766051,4008,Legacy,GC
37,EPIlowcov_run-1_cbv,/home/chymera/data_scratch/irsabi/preprocessing/legacy_collapsed/sub-4008/ses-ofMpF/func/sub-4008_ses-ofMpF_task-JogB_acq-EPIlowcov_run-1_cbv.nii.gz,ofMpF,-0.525255,4008,Legacy,GC
38,EPIlowcov_run-0_bold,/home/chymera/data_scratch/irsabi/preprocessing/legacy_collapsed/sub-4009/ses-ofM/func/sub-4009_ses-ofM_task-JogB_acq-EPIlowcov_run-0_bold.nii.gz,ofM,-0.76621,4009,Legacy,GC
39,EPIlowcov_run-1_cbv,/home/chymera/data_scratch/irsabi/preprocessing/legacy_collapsed/sub-4009/ses-ofM/func/sub-4009_ses-ofM_task-JogB_acq-EPIlowcov_run-1_cbv.nii.gz,ofM,-0.585673,4009,Legacy,GC
40,EPIlowcov_run-0_bold,/home/chymera/data_scratch/irsabi/preprocessing/legacy_collapsed/sub-4009/ses-ofMaF/func/sub-4009_ses-ofMaF_task-JogB_acq-EPIlowcov_run-0_bold.nii.gz,ofMaF,-0.75685,4009,Legacy,GC
41,EPIlowcov_run-1_cbv,/home/chymera/data_scratch/irsabi/preprocessing/legacy_collapsed/sub-4009/ses-ofMaF/func/sub-4009_ses-ofMaF_task-JogB_acq-EPIlowcov_run-1_cbv.nii.gz,ofMaF,-0.616078,4009,Legacy,GC
42,EPIlowcov_run-0_bold,/home/chymera/data_scratch/irsabi/preprocessing/legacy_collapsed/sub-4009/ses-ofMcF1/func/sub-4009_ses-ofMcF1_task-JogB_acq-EPIlowcov_run-0_bold.nii.gz,ofMcF1,-0.760598,4009,Legacy,GC
43,EPIlowcov_run-1_cbv,/home/chymera/data_scratch/irsabi/preprocessing/legacy_collapsed/sub-4009/ses-ofMcF1/func/sub-4009_ses-ofMcF1_task-JogB_acq-EPIlowcov_run-1_cbv.nii.gz,ofMcF1,-0.631218,4009,Legacy,GC
44,EPIlowcov_run-0_bold,/home/chymera/data_scratch/irsabi/preprocessing/legacy_collapsed/sub-4009/ses-ofMcF2/func/sub-4009_ses-ofMcF2_task-JogB_acq-EPIlowcov_run-0_bold.nii.gz,ofMcF2,-0.758299,4009,Legacy,GC
45,EPIlowcov_run-1_cbv,/home/chymera/data_scratch/irsabi/preprocessing/legacy_collapsed/sub-4009/ses-ofMcF2/func/sub-4009_ses-ofMcF2_task-JogB_acq-EPIlowcov_run-1_cbv.nii.gz,ofMcF2,-0.555261,4009,Legacy,GC
46,EPIlowcov_run-0_bold,/home/chymera/data_scratch/irsabi/preprocessing/legacy_collapsed/sub-4009/ses-ofMpF/func/sub-4009_ses-ofMpF_task-JogB_acq-EPIlowcov_run-0_bold.nii.gz,ofMpF,-0.75347,4009,Legacy,GC
47,EPIlowcov_run-1_cbv,/home/chymera/data_scratch/irsabi/preprocessing/legacy_collapsed/sub-4009/ses-ofMpF/func/sub-4009_ses-ofMpF_task-JogB_acq-EPIlowcov_run-1_cbv.nii.gz,ofMpF,-0.578721,4009,Legacy,GC
48,EPIlowcov_run-0_bold,/home/chymera/data_scratch/irsabi/preprocessing/legacy_collapsed/sub-4011/ses-ofM/func/sub-4011_ses-ofM_task-JogB_acq-EPIlowcov_run-0_bold.nii.gz,ofM,-0.767645,4011,Legacy,GC
49,EPIlowcov_run-1_cbv,/home/chymera/data_scratch/irsabi/preprocessing/legacy_collapsed/sub-4011/ses-ofM/func/sub-4011_ses-ofM_task-JogB_acq-EPIlowcov_run-1_cbv.nii.gz,ofM,-0.538083,4011,Legacy,GC
50,EPIlowcov_run-0_bold,/home/chymera/data_scratch/irsabi/preprocessing/legacy_collapsed/sub-4011/ses-ofMaF/func/sub-4011_ses-ofMaF_task-JogB_acq-EPIlowcov_run-0_bold.nii.gz,ofMaF,-0.706908,4011,Legacy,GC
51,EPIlowcov_run-1_cbv,/home/chymera/data_scratch/irsabi/preprocessing/legacy_collapsed/sub-4011/ses-ofMaF/func/sub-4011_ses-ofMaF_task-JogB_acq-EPIlowcov_run-1_cbv.nii.gz,ofMaF,-0.520823,4011,Legacy,GC
52,EPIlowcov_run-0_bold,/home/chymera/data_scratch/irsabi/preprocessing/legacy_collapsed/sub-4011/ses-ofMcF1/func/sub-4011_ses-ofMcF1_task-JogB_acq-EPIlowcov_run-0_bold.nii.gz,ofMcF1,-0.783709,4011,Legacy,GC
53,EPIlowcov_run-1_cbv,/home/chymera/data_scratch/irsabi/preprocessing/legacy_collapsed/sub-4011/ses-ofMcF1/func/sub-4011_ses-ofMcF1_task-JogB_acq-EPIlowcov_run-1_cbv.nii.gz,ofMcF1,-0.630981,4011,Legacy,GC
54,EPIlowcov_run-0_bold,/home/chymera/data_scratch/irsabi/preprocessing/legacy_collapsed/sub-4011/ses-ofMcF2/func/sub-4011_ses-ofMcF2_task-JogB_acq-EPIlowcov_run-0_bold.nii.gz,ofMcF2,-0.769858,4011,Legacy,GC
55,EPIlowcov_run-1_cbv,/home/chymera/data_scratch/irsabi/preprocessing/legacy_collapsed/sub-4011/ses-ofMcF2/func/sub-4011_ses-ofMcF2_task-JogB_acq-EPIlowcov_run-1_cbv.nii.gz,ofMcF2,-0.568598,4011,Legacy,GC
56,EPIlowcov_run-0_bold,/home/chymera/data_scratch/irsabi/preprocessing/legacy_collapsed/sub-4012/ses-ofM/func/sub-4012_ses-ofM_task-JogB_acq-EPIlowcov_run-0_bold.nii.gz,ofM,-0.76755,4012,Legacy,GC
57,EPIlowcov_run-1_cbv,/home/chymera/data_scratch/irsabi/preprocessing/legacy_collapsed/sub-4012/ses-ofM/func/sub-4012_ses-ofM_task-JogB_acq-EPIlowcov_run-1_cbv.nii.gz,ofM,-0.576545,4012,Legacy,GC
58,EPIlowcov_run-0_bold,/home/chymera/data_scratch/irsabi/preprocessing/legacy_collapsed/sub-4012/ses-ofMaF/func/sub-4012_ses-ofMaF_task-JogB_acq-EPIlowcov_run-0_bold.nii.gz,ofMaF,-0.772747,4012,Legacy,GC
59,EPIlowcov_run-1_cbv,/home/chymera/data_scratch/irsabi/preprocessing/legacy_collapsed/sub-4012/ses-ofMaF/func/sub-4012_ses-ofMaF_task-JogB_acq-EPIlowcov_run-1_cbv.nii.gz,ofMaF,-0.571262,4012,Legacy,GC
60,EPIlowcov_run-0_bold,/home/chymera/data_scratch/irsabi/preprocessing/legacy_collapsed/sub-4012/ses-ofMcF1/func/sub-4012_ses-ofMcF1_task-JogB_acq-EPIlowcov_run-0_bold.nii.gz,ofMcF1,-0.772282,4012,Legacy,GC
61,EPIlowcov_run-1_cbv,/home/chymera/data_scratch/irsabi/preprocessing/legacy_collapsed/sub-4012/ses-ofMcF1/func/sub-4012_ses-ofMcF1_task-JogB_acq-EPIlowcov_run-1_cbv.nii.gz,ofMcF1,-0.65375,4012,Legacy,GC
62,EPIlowcov_run-0_bold,/home/chymera/data_scratch/irsabi/preprocessing/legacy_collapsed/sub-4012/ses-ofMcF2/func/sub-4012_ses-ofMcF2_task-JogB_acq-EPIlowcov_run-0_bold.nii.gz,ofMcF2,-0.781283,4012,Legacy,GC
63,EPIlowcov_run-1_cbv,/home/chymera/data_scratch/irsabi/preprocessing/legacy_collapsed/sub-4012/ses-ofMcF2/func/sub-4012_ses-ofMcF2_task-JogB_acq-EPIlowcov_run-1_cbv.nii.gz,ofMcF2,-0.664527,4012,Legacy,GC
64,EPIlowcov_run-0_bold,/home/chymera/data_scratch/irsabi/preprocessing/legacy_collapsed/sub-4012/ses-ofMpF/func/sub-4012_ses-ofMpF_task-JogB_acq-EPIlowcov_run-0_bold.nii.gz,ofMpF,-0.760732,4012,Legacy,GC
65,EPIlowcov_run-1_cbv,/home/chymera/data_scratch/irsabi/preprocessing/legacy_collapsed/sub-4012/ses-ofMpF/func/sub-4012_ses-ofMpF_task-JogB_acq-EPIlowcov_run-1_cbv.nii.gz,ofMpF,-0.55977,4012,Legacy,GC
66,EPIlowcov_run-0_bold,/home/chymera/data_scratch/irsabi/preprocessing/legacy_collapsed/sub-4013/ses-ofM/func/sub-4013_ses-ofM_task-JogB_acq-EPIlowcov_run-0_bold.nii.gz,ofM,-0.772335,4013,Legacy,GC
67,EPIlowcov_run-1_cbv,/home/chymera/data_scratch/irsabi/preprocessing/legacy_collapsed/sub-4013/ses-ofM/func/sub-4013_ses-ofM_task-JogB_acq-EPIlowcov_run-1_cbv.nii.gz,ofM,-0.590063,4013,Legacy,GC
0,EPIlowcov_run-0_bold,/home/chymera/data_scratch/irsabi/preprocessing/generic_collapsed/sub-4001/ses-ofM/func/sub-4001_ses-ofM_task-JogB_acq-EPIlowcov_run-0_bold.nii.gz,ofM,-0.110367,4001,Generic,MI
1,EPIlowcov_run-1_cbv,/home/chymera/data_scratch/irsabi/preprocessing/generic_collapsed/sub-4001/ses-ofM/func/sub-4001_ses-ofM_task-JogB_acq-EPIlowcov_run-1_cbv.nii.gz,ofM,-0.120911,4001,Generic,MI
2,EPIlowcov_run-0_bold,/home/chymera/data_scratch/irsabi/preprocessing/generic_collapsed/sub-4001/ses-ofMaF/func/sub-4001_ses-ofMaF_task-JogB_acq-EPIlowcov_run-0_bold.nii.gz,ofMaF,-0.12204,4001,Generic,MI
3,EPIlowcov_run-1_cbv,/home/chymera/data_scratch/irsabi/preprocessing/generic_collapsed/sub-4001/ses-ofMaF/func/sub-4001_ses-ofMaF_task-JogB_acq-EPIlowcov_run-1_cbv.nii.gz,ofMaF,-0.113491,4001,Generic,MI
4,EPIlowcov_run-0_bold,/home/chymera/data_scratch/irsabi/preprocessing/generic_collapsed/sub-4001/ses-ofMcF1/func/sub-4001_ses-ofMcF1_task-JogB_acq-EPIlowcov_run-0_bold.nii.gz,ofMcF1,-0.125384,4001,Generic,MI
5,EPIlowcov_run-1_cbv,/home/chymera/data_scratch/irsabi/preprocessing/generic_collapsed/sub-4001/ses-ofMcF1/func/sub-4001_ses-ofMcF1_task-JogB_acq-EPIlowcov_run-1_cbv.nii.gz,ofMcF1,-0.10678,4001,Generic,MI
6,EPIlowcov_run-0_bold,/home/chymera/data_scratch/irsabi/preprocessing/generic_collapsed/sub-4001/ses-ofMcF2/func/sub-4001_ses-ofMcF2_task-JogB_acq-EPIlowcov_run-0_bold.nii.gz,ofMcF2,-0.0909477,4001,Generic,MI
7,EPIlowcov_run-1_cbv,/home/chymera/data_scratch/irsabi/preprocessing/generic_collapsed/sub-4001/ses-ofMcF2/func/sub-4001_ses-ofMcF2_task-JogB_acq-EPIlowcov_run-1_cbv.nii.gz,ofMcF2,-0.111481,4001,Generic,MI
8,EPIlowcov_run-0_bold,/home/chymera/data_scratch/irsabi/preprocessing/generic_collapsed/sub-4002/ses-ofM/func/sub-4002_ses-ofM_task-JogB_acq-EPIlowcov_run-0_bold.nii.gz,ofM,-0.128153,4002,Generic,MI
9,EPIlowcov_run-1_cbv,/home/chymera/data_scratch/irsabi/preprocessing/generic_collapsed/sub-4002/ses-ofM/func/sub-4002_ses-ofM_task-JogB_acq-EPIlowcov_run-1_cbv.nii.gz,ofM,-0.118575,4002,Generic,MI
10,EPIlowcov_run-0_bold,/home/chymera/data_scratch/irsabi/preprocessing/generic_collapsed/sub-4004/ses-ofM/func/sub-4004_ses-ofM_task-JogB_acq-EPIlowcov_run-0_bold.nii.gz,ofM,-0.118725,4004,Generic,MI
11,EPIlowcov_run-1_cbv,/home/chymera/data_scratch/irsabi/preprocessing/generic_collapsed/sub-4004/ses-ofM/func/sub-4004_ses-ofM_task-JogB_acq-EPIlowcov_run-1_cbv.nii.gz,ofM,-0.101748,4004,Generic,MI
12,EPIlowcov_run-0_bold,/home/chymera/data_scratch/irsabi/preprocessing/generic_collapsed/sub-4005/ses-ofM/func/sub-4005_ses-ofM_task-JogB_acq-EPIlowcov_run-0_bold.nii.gz,ofM,-0.11107,4005,Generic,MI
13,EPIlowcov_run-1_cbv,/home/chymera/data_scratch/irsabi/preprocessing/generic_collapsed/sub-4005/ses-ofM/func/sub-4005_ses-ofM_task-JogB_acq-EPIlowcov_run-1_cbv.nii.gz,ofM,-0.102616,4005,Generic,MI
14,EPIlowcov_run-0_bold,/home/chymera/data_scratch/irsabi/preprocessing/generic_collapsed/sub-4005/ses-ofMaF/func/sub-4005_ses-ofMaF_task-JogB_acq-EPIlowcov_run-0_bold.nii.gz,ofMaF,-0.122896,4005,Generic,MI
15,EPIlowcov_run-1_cbv,/home/chymera/data_scratch/irsabi/preprocessing/generic_collapsed/sub-4005/ses-ofMaF/func/sub-4005_ses-ofMaF_task-JogB_acq-EPIlowcov_run-1_cbv.nii.gz,ofMaF,-0.111811,4005,Generic,MI
16,EPIlowcov_run-0_bold,/home/chymera/data_scratch/irsabi/preprocessing/generic_collapsed/sub-4006/ses-ofM/func/sub-4006_ses-ofM_task-JogB_acq-EPIlowcov_run-0_bold.nii.gz,ofM,-0.112248,4006,Generic,MI
17,EPIlowcov_run-1_cbv,/home/chymera/data_scratch/irsabi/preprocessing/generic_collapsed/sub-4006/ses-ofM/func/sub-4006_ses-ofM_task-JogB_acq-EPIlowcov_run-1_cbv.nii.gz,ofM,-0.102949,4006,Generic,MI
18,EPIlowcov_run-0_bold,/home/chymera/data_scratch/irsabi/preprocessing/generic_collapsed/sub-4007/ses-ofM/func/sub-4007_ses-ofM_task-JogB_acq-EPIlowcov_run-0_bold.nii.gz,ofM,-0.119813,4007,Generic,MI
19,EPIlowcov_run-1_cbv,/home/chymera/data_scratch/irsabi/preprocessing/generic_collapsed/sub-4007/ses-ofM/func/sub-4007_ses-ofM_task-JogB_acq-EPIlowcov_run-1_cbv.nii.gz,ofM,-0.104679,4007,Generic,MI
20,EPIlowcov_run-0_bold,/home/chymera/data_scratch/irsabi/preprocessing/generic_collapsed/sub-4007/ses-ofMaF/func/sub-4007_ses-ofMaF_task-JogB_acq-EPIlowcov_run-0_bold.nii.gz,ofMaF,-0.136654,4007,Generic,MI
21,EPIlowcov_run-1_cbv,/home/chymera/data_scratch/irsabi/preprocessing/generic_collapsed/sub-4007/ses-ofMaF/func/sub-4007_ses-ofMaF_task-JogB_acq-EPIlowcov_run-1_cbv.nii.gz,ofMaF,-0.113685,4007,Generic,MI
22,EPIlowcov_run-0_bold,/home/chymera/data_scratch/irsabi/preprocessing/generic_collapsed/sub-4007/ses-ofMcF1/func/sub-4007_ses-ofMcF1_task-JogB_acq-EPIlowcov_run-0_bold.nii.gz,ofMcF1,-0.131486,4007,Generic,MI
23,EPIlowcov_run-1_cbv,/home/chymera/data_scratch/irsabi/preprocessing/generic_collapsed/sub-4007/ses-ofMcF1/func/sub-4007_ses-ofMcF1_task-JogB_acq-EPIlowcov_run-1_cbv.nii.gz,ofMcF1,-0.128252,4007,Generic,MI
24,EPIlowcov_run-0_bold,/home/chymera/data_scratch/irsabi/preprocessing/generic_collapsed/sub-4007/ses-ofMcF2/func/sub-4007_ses-ofMcF2_task-JogB_acq-EPIlowcov_run-0_bold.nii.gz,ofMcF2,-0.145631,4007,Generic,MI
25,EPIlowcov_run-1_cbv,/home/chymera/data_scratch/irsabi/preprocessing/generic_collapsed/sub-4007/ses-ofMcF2/func/sub-4007_ses-ofMcF2_task-JogB_acq-EPIlowcov_run-1_cbv.nii.gz,ofMcF2,-0.115852,4007,Generic,MI
26,EPIlowcov_run-0_bold,/home/chymera/data_scratch/irsabi/preprocessing/generic_collapsed/sub-4007/ses-ofMpF/func/sub-4007_ses-ofMpF_task-JogB_acq-EPIlowcov_run-0_bold.nii.gz,ofMpF,-0.122716,4007,Generic,MI
27,EPIlowcov_run-1_cbv,/home/chymera/data_scratch/irsabi/preprocessing/generic_collapsed/sub-4007/ses-ofMpF/func/sub-4007_ses-ofMpF_task-JogB_acq-EPIlowcov_run-1_cbv.nii.gz,ofMpF,-0.10867,4007,Generic,MI
28,EPIlowcov_run-0_bold,/home/chymera/data_scratch/irsabi/preprocessing/generic_collapsed/sub-4008/ses-ofM/func/sub-4008_ses-ofM_task-JogB_acq-EPIlowcov_run-0_bold.nii.gz,ofM,-0.13123,4008,Generic,MI
29,EPIlowcov_run-1_cbv,/home/chymera/data_scratch/irsabi/preprocessing/generic_collapsed/sub-4008/ses-ofM/func/sub-4008_ses-ofM_task-JogB_acq-EPIlowcov_run-1_cbv.nii.gz,ofM,-0.104186,4008,Generic,MI
30,EPIlowcov_run-0_bold,/home/chymera/data_scratch/irsabi/preprocessing/generic_collapsed/sub-4008/ses-ofMaF/func/sub-4008_ses-ofMaF_task-JogB_acq-EPIlowcov_run-0_bold.nii.gz,ofMaF,-0.128603,4008,Generic,MI
