,acquisition,path,session,similarity,subject,Processing,Similarity Metric
27,EPIlowcov_run-1_cbv,/home/chymera/data_scratch/irsabi/preprocessing/legacy_collapsed/sub-4007/ses-ofMpF/func/sub-4007_ses-ofMpF_task-JogB_acq-EPIlowcov_run-1_cbv.nii.gz,ofMpF,-0.586672,4007,Legacy,CC
28,EPIlowcov_run-0_bold,/home/chymera/data_scratch/irsabi/preprocessing/legacy_collapsed/sub-4008/ses-ofM/func/sub-4008_ses-ofM_task-JogB_acq-EPIlowcov_run-0_bold.nii.gz,ofM,-0.632171,4008,Legacy,CC
29,EPIlowcov_run-1_cbv,/home/chymera/data_scratch/irsabi/preprocessing/legacy_collapsed/sub-4008/ses-ofM/func/sub-4008_ses-ofM_task-JogB_acq-EPIlowcov_run-1_cbv.nii.gz,ofM,-0.538596,4008,Legacy,CC
30,EPIlowcov_run-0_bold,/home/chymera/data_scratch/irsabi/preprocessing/legacy_collapsed/sub-4008/ses-ofMaF/func/sub-4008_ses-ofMaF_task-JogB_acq-EPIlowcov_run-0_bold.nii.gz,ofMaF,-0.631151,4008,Legacy,CC
31,EPIlowcov_run-1_cbv,/home/chymera/data_scratch/irsabi/preprocessing/legacy_collapsed/sub-4008/ses-ofMaF/func/sub-4008_ses-ofMaF_task-JogB_acq-EPIlowcov_run-1_cbv.nii.gz,ofMaF,-0.485777,4008,Legacy,CC
32,EPIlowcov_run-0_bold,/home/chymera/data_scratch/irsabi/preprocessing/legacy_collapsed/sub-4008/ses-ofMcF1/func/sub-4008_ses-ofMcF1_task-JogB_acq-EPIlowcov_run-0_bold.nii.gz,ofMcF1,-0.605091,4008,Legacy,CC
33,EPIlowcov_run-1_cbv,/home/chymera/data_scratch/irsabi/preprocessing/legacy_collapsed/sub-4008/ses-ofMcF1/func/sub-4008_ses-ofMcF1_task-JogB_acq-EPIlowcov_run-1_cbv.nii.gz,ofMcF1,-0.64595,4008,Legacy,CC
34,EPIlowcov_run-0_bold,/home/chymera/data_scratch/irsabi/preprocessing/legacy_collapsed/sub-4008/ses-ofMcF2/func/sub-4008_ses-ofMcF2_task-JogB_acq-EPIlowcov_run-0_bold.nii.gz,ofMcF2,-0.609764,4008,Legacy,CC
35,EPIlowcov_run-1_cbv,/home/chymera/data_scratch/irsabi/preprocessing/legacy_collapsed/sub-4008/ses-ofMcF2/func/sub-4008_ses-ofMcF2_task-JogB_acq-EPIlowcov_run-1_cbv.nii.gz,ofMcF2,-0.593762,4008,Legacy,CC
36,EPIlowcov_run-0_bold,/home/chymera/data_scratch/irsabi/preprocessing/legacy_collapsed/sub-4008/ses-ofMpF/func/sub-4008_ses-ofMpF_task-JogB_acq-EPIlowcov_run-0_bold.nii.gz,ofMpF,-0.610632,4008,Legacy,CC
37,EPIlowcov_run-1_cbv,/home/chymera/data_scratch/irsabi/preprocessing/legacy_collapsed/sub-4008/ses-ofMpF/func/sub-4008_ses-ofMpF_task-JogB_acq-EPIlowcov_run-1_cbv.nii.gz,ofMpF,-0.435893,4008,Legacy,CC
38,EPIlowcov_run-0_bold,/home/chymera/data_scratch/irsabi/preprocessing/legacy_collapsed/sub-4009/ses-ofM/func/sub-4009_ses-ofM_task-JogB_acq-EPIlowcov_run-0_bold.nii.gz,ofM,-0.612177,4009,Legacy,CC
39,EPIlowcov_run-1_cbv,/home/chymera/data_scratch/irsabi/preprocessing/legacy_collapsed/sub-4009/ses-ofM/func/sub-4009_ses-ofM_task-JogB_acq-EPIlowcov_run-1_cbv.nii.gz,ofM,-0.565756,4009,Legacy,CC
40,EPIlowcov_run-0_bold,/home/chymera/data_scratch/irsabi/preprocessing/legacy_collapsed/sub-4009/ses-ofMaF/func/sub-4009_ses-ofMaF_task-JogB_acq-EPIlowcov_run-0_bold.nii.gz,ofMaF,-0.654209,4009,Legacy,CC
41,EPIlowcov_run-1_cbv,/home/chymera/data_scratch/irsabi/preprocessing/legacy_collapsed/sub-4009/ses-ofMaF/func/sub-4009_ses-ofMaF_task-JogB_acq-EPIlowcov_run-1_cbv.nii.gz,ofMaF,-0.551856,4009,Legacy,CC
42,EPIlowcov_run-0_bold,/home/chymera/data_scratch/irsabi/preprocessing/legacy_collapsed/sub-4009/ses-ofMcF1/func/sub-4009_ses-ofMcF1_task-JogB_acq-EPIlowcov_run-0_bold.nii.gz,ofMcF1,-0.703999,4009,Legacy,CC
43,EPIlowcov_run-1_cbv,/home/chymera/data_scratch/irsabi/preprocessing/legacy_collapsed/sub-4009/ses-ofMcF1/func/sub-4009_ses-ofMcF1_task-JogB_acq-EPIlowcov_run-1_cbv.nii.gz,ofMcF1,-0.517201,4009,Legacy,CC
44,EPIlowcov_run-0_bold,/home/chymera/data_scratch/irsabi/preprocessing/legacy_collapsed/sub-4009/ses-ofMcF2/func/sub-4009_ses-ofMcF2_task-JogB_acq-EPIlowcov_run-0_bold.nii.gz,ofMcF2,-0.604344,4009,Legacy,CC
45,EPIlowcov_run-1_cbv,/home/chymera/data_scratch/irsabi/preprocessing/legacy_collapsed/sub-4009/ses-ofMcF2/func/sub-4009_ses-ofMcF2_task-JogB_acq-EPIlowcov_run-1_cbv.nii.gz,ofMcF2,-0.475855,4009,Legacy,CC
46,EPIlowcov_run-0_bold,/home/chymera/data_scratch/irsabi/preprocessing/legacy_collapsed/sub-4009/ses-ofMpF/func/sub-4009_ses-ofMpF_task-JogB_acq-EPIlowcov_run-0_bold.nii.gz,ofMpF,-0.636691,4009,Legacy,CC
47,EPIlowcov_run-1_cbv,/home/chymera/data_scratch/irsabi/preprocessing/legacy_collapsed/sub-4009/ses-ofMpF/func/sub-4009_ses-ofMpF_task-JogB_acq-EPIlowcov_run-1_cbv.nii.gz,ofMpF,-0.462006,4009,Legacy,CC
48,EPIlowcov_run-0_bold,/home/chymera/data_scratch/irsabi/preprocessing/legacy_collapsed/sub-4011/ses-ofM/func/sub-4011_ses-ofM_task-JogB_acq-EPIlowcov_run-0_bold.nii.gz,ofM,-0.686344,4011,Legacy,CC
49,EPIlowcov_run-1_cbv,/home/chymera/data_scratch/irsabi/preprocessing/legacy_collapsed/sub-4011/ses-ofM/func/sub-4011_ses-ofM_task-JogB_acq-EPIlowcov_run-1_cbv.nii.gz,ofM,-0.630153,4011,Legacy,CC
50,EPIlowcov_run-0_bold,/home/chymera/data_scratch/irsabi/preprocessing/legacy_collapsed/sub-4011/ses-ofMaF/func/sub-4011_ses-ofMaF_task-JogB_acq-EPIlowcov_run-0_bold.nii.gz,ofMaF,-0.714418,4011,Legacy,CC
51,EPIlowcov_run-1_cbv,/home/chymera/data_scratch/irsabi/preprocessing/legacy_collapsed/sub-4011/ses-ofMaF/func/sub-4011_ses-ofMaF_task-JogB_acq-EPIlowcov_run-1_cbv.nii.gz,ofMaF,-0.443665,4011,Legacy,CC
52,EPIlowcov_run-0_bold,/home/chymera/data_scratch/irsabi/preprocessing/legacy_collapsed/sub-4011/ses-ofMcF1/func/sub-4011_ses-ofMcF1_task-JogB_acq-EPIlowcov_run-0_bold.nii.gz,ofMcF1,-0.635638,4011,Legacy,CC
53,EPIlowcov_run-1_cbv,/home/chymera/data_scratch/irsabi/preprocessing/legacy_collapsed/sub-4011/ses-ofMcF1/func/sub-4011_ses-ofMcF1_task-JogB_acq-EPIlowcov_run-1_cbv.nii.gz,ofMcF1,-0.514551,4011,Legacy,CC
54,EPIlowcov_run-0_bold,/home/chymera/data_scratch/irsabi/preprocessing/legacy_collapsed/sub-4011/ses-ofMcF2/func/sub-4011_ses-ofMcF2_task-JogB_acq-EPIlowcov_run-0_bold.nii.gz,ofMcF2,-0.681246,4011,Legacy,CC
55,EPIlowcov_run-1_cbv,/home/chymera/data_scratch/irsabi/preprocessing/legacy_collapsed/sub-4011/ses-ofMcF2/func/sub-4011_ses-ofMcF2_task-JogB_acq-EPIlowcov_run-1_cbv.nii.gz,ofMcF2,-0.504992,4011,Legacy,CC
56,EPIlowcov_run-0_bold,/home/chymera/data_scratch/irsabi/preprocessing/legacy_collapsed/sub-4012/ses-ofM/func/sub-4012_ses-ofM_task-JogB_acq-EPIlowcov_run-0_bold.nii.gz,ofM,-0.605864,4012,Legacy,CC
57,EPIlowcov_run-1_cbv,/home/chymera/data_scratch/irsabi/preprocessing/legacy_collapsed/sub-4012/ses-ofM/func/sub-4012_ses-ofM_task-JogB_acq-EPIlowcov_run-1_cbv.nii.gz,ofM,-0.50232,4012,Legacy,CC
58,EPIlowcov_run-0_bold,/home/chymera/data_scratch/irsabi/preprocessing/legacy_collapsed/sub-4012/ses-ofMaF/func/sub-4012_ses-ofMaF_task-JogB_acq-EPIlowcov_run-0_bold.nii.gz,ofMaF,-0.730345,4012,Legacy,CC
59,EPIlowcov_run-1_cbv,/home/chymera/data_scratch/irsabi/preprocessing/legacy_collapsed/sub-4012/ses-ofMaF/func/sub-4012_ses-ofMaF_task-JogB_acq-EPIlowcov_run-1_cbv.nii.gz,ofMaF,-0.657732,4012,Legacy,CC
60,EPIlowcov_run-0_bold,/home/chymera/data_scratch/irsabi/preprocessing/legacy_collapsed/sub-4012/ses-ofMcF1/func/sub-4012_ses-ofMcF1_task-JogB_acq-EPIlowcov_run-0_bold.nii.gz,ofMcF1,-0.632554,4012,Legacy,CC
61,EPIlowcov_run-1_cbv,/home/chymera/data_scratch/irsabi/preprocessing/legacy_collapsed/sub-4012/ses-ofMcF1/func/sub-4012_ses-ofMcF1_task-JogB_acq-EPIlowcov_run-1_cbv.nii.gz,ofMcF1,-0.537406,4012,Legacy,CC
62,EPIlowcov_run-0_bold,/home/chymera/data_scratch/irsabi/preprocessing/legacy_collapsed/sub-4012/ses-ofMcF2/func/sub-4012_ses-ofMcF2_task-JogB_acq-EPIlowcov_run-0_bold.nii.gz,ofMcF2,-0.615477,4012,Legacy,CC
63,EPIlowcov_run-1_cbv,/home/chymera/data_scratch/irsabi/preprocessing/legacy_collapsed/sub-4012/ses-ofMcF2/func/sub-4012_ses-ofMcF2_task-JogB_acq-EPIlowcov_run-1_cbv.nii.gz,ofMcF2,-0.563419,4012,Legacy,CC
64,EPIlowcov_run-0_bold,/home/chymera/data_scratch/irsabi/preprocessing/legacy_collapsed/sub-4012/ses-ofMpF/func/sub-4012_ses-ofMpF_task-JogB_acq-EPIlowcov_run-0_bold.nii.gz,ofMpF,-0.600128,4012,Legacy,CC
65,EPIlowcov_run-1_cbv,/home/chymera/data_scratch/irsabi/preprocessing/legacy_collapsed/sub-4012/ses-ofMpF/func/sub-4012_ses-ofMpF_task-JogB_acq-EPIlowcov_run-1_cbv.nii.gz,ofMpF,-0.467627,4012,Legacy,CC
66,EPIlowcov_run-0_bold,/home/chymera/data_scratch/irsabi/preprocessing/legacy_collapsed/sub-4013/ses-ofM/func/sub-4013_ses-ofM_task-JogB_acq-EPIlowcov_run-0_bold.nii.gz,ofM,-0.59579,4013,Legacy,CC
67,EPIlowcov_run-1_cbv,/home/chymera/data_scratch/irsabi/preprocessing/legacy_collapsed/sub-4013/ses-ofM/func/sub-4013_ses-ofM_task-JogB_acq-EPIlowcov_run-1_cbv.nii.gz,ofM,-0.524032,4013,Legacy,CC
0,EPIlowcov_run-0_bold,/home/chymera/data_scratch/irsabi/preprocessing/generic_collapsed/sub-4001/ses-ofM/func/sub-4001_ses-ofM_task-JogB_acq-EPIlowcov_run-0_bold.nii.gz,ofM,-0.423212,4001,Generic,GC
1,EPIlowcov_run-1_cbv,/home/chymera/data_scratch/irsabi/preprocessing/generic_collapsed/sub-4001/ses-ofM/func/sub-4001_ses-ofM_task-JogB_acq-EPIlowcov_run-1_cbv.nii.gz,ofM,-0.419425,4001,Generic,GC
2,EPIlowcov_run-0_bold,/home/chymera/data_scratch/irsabi/preprocessing/generic_collapsed/sub-4001/ses-ofMaF/func/sub-4001_ses-ofMaF_task-JogB_acq-EPIlowcov_run-0_bold.nii.gz,ofMaF,-0.437576,4001,Generic,GC
3,EPIlowcov_run-1_cbv,/home/chymera/data_scratch/irsabi/preprocessing/generic_collapsed/sub-4001/ses-ofMaF/func/sub-4001_ses-ofMaF_task-JogB_acq-EPIlowcov_run-1_cbv.nii.gz,ofMaF,-0.416328,4001,Generic,GC
4,EPIlowcov_run-0_bold,/home/chymera/data_scratch/irsabi/preprocessing/generic_collapsed/sub-4001/ses-ofMcF1/func/sub-4001_ses-ofMcF1_task-JogB_acq-EPIlowcov_run-0_bold.nii.gz,ofMcF1,-0.431675,4001,Generic,GC
5,EPIlowcov_run-1_cbv,/home/chymera/data_scratch/irsabi/preprocessing/generic_collapsed/sub-4001/ses-ofMcF1/func/sub-4001_ses-ofMcF1_task-JogB_acq-EPIlowcov_run-1_cbv.nii.gz,ofMcF1,-0.403094,4001,Generic,GC
6,EPIlowcov_run-0_bold,/home/chymera/data_scratch/irsabi/preprocessing/generic_collapsed/sub-4001/ses-ofMcF2/func/sub-4001_ses-ofMcF2_task-JogB_acq-EPIlowcov_run-0_bold.nii.gz,ofMcF2,-0.412209,4001,Generic,GC
7,EPIlowcov_run-1_cbv,/home/chymera/data_scratch/irsabi/preprocessing/generic_collapsed/sub-4001/ses-ofMcF2/func/sub-4001_ses-ofMcF2_task-JogB_acq-EPIlowcov_run-1_cbv.nii.gz,ofMcF2,-0.424652,4001,Generic,GC
8,EPIlowcov_run-0_bold,/home/chymera/data_scratch/irsabi/preprocessing/generic_collapsed/sub-4002/ses-ofM/func/sub-4002_ses-ofM_task-JogB_acq-EPIlowcov_run-0_bold.nii.gz,ofM,-0.445175,4002,Generic,GC
9,EPIlowcov_run-1_cbv,/home/chymera/data_scratch/irsabi/preprocessing/generic_collapsed/sub-4002/ses-ofM/func/sub-4002_ses-ofM_task-JogB_acq-EPIlowcov_run-1_cbv.nii.gz,ofM,-0.41849,4002,Generic,GC
10,EPIlowcov_run-0_bold,/home/chymera/data_scratch/irsabi/preprocessing/generic_collapsed/sub-4004/ses-ofM/func/sub-4004_ses-ofM_task-JogB_acq-EPIlowcov_run-0_bold.nii.gz,ofM,-0.408106,4004,Generic,GC
11,EPIlowcov_run-1_cbv,/home/chymera/data_scratch/irsabi/preprocessing/generic_collapsed/sub-4004/ses-ofM/func/sub-4004_ses-ofM_task-JogB_acq-EPIlowcov_run-1_cbv.nii.gz,ofM,-0.37647,4004,Generic,GC
12,EPIlowcov_run-0_bold,/home/chymera/data_scratch/irsabi/preprocessing/generic_collapsed/sub-4005/ses-ofM/func/sub-4005_ses-ofM_task-JogB_acq-EPIlowcov_run-0_bold.nii.gz,ofM,-0.39555,4005,Generic,GC
13,EPIlowcov_run-1_cbv,/home/chymera/data_scratch/irsabi/preprocessing/generic_collapsed/sub-4005/ses-ofM/func/sub-4005_ses-ofM_task-JogB_acq-EPIlowcov_run-1_cbv.nii.gz,ofM,-0.373784,4005,Generic,GC
14,EPIlowcov_run-0_bold,/home/chymera/data_scratch/irsabi/preprocessing/generic_collapsed/sub-4005/ses-ofMaF/func/sub-4005_ses-ofMaF_task-JogB_acq-EPIlowcov_run-0_bold.nii.gz,ofMaF,-0.429493,4005,Generic,GC
15,EPIlowcov_run-1_cbv,/home/chymera/data_scratch/irsabi/preprocessing/generic_collapsed/sub-4005/ses-ofMaF/func/sub-4005_ses-ofMaF_task-JogB_acq-EPIlowcov_run-1_cbv.nii.gz,ofMaF,-0.410743,4005,Generic,GC
16,EPIlowcov_run-0_bold,/home/chymera/data_scratch/irsabi/preprocessing/generic_collapsed/sub-4006/ses-ofM/func/sub-4006_ses-ofM_task-JogB_acq-EPIlowcov_run-0_bold.nii.gz,ofM,-0.394375,4006,Generic,GC
17,EPIlowcov_run-1_cbv,/home/chymera/data_scratch/irsabi/preprocessing/generic_collapsed/sub-4006/ses-ofM/func/sub-4006_ses-ofM_task-JogB_acq-EPIlowcov_run-1_cbv.nii.gz,ofM,-0.360181,4006,Generic,GC
18,EPIlowcov_run-0_bold,/home/chymera/data_scratch/irsabi/preprocessing/generic_collapsed/sub-4007/ses-ofM/func/sub-4007_ses-ofM_task-JogB_acq-EPIlowcov_run-0_bold.nii.gz,ofM,-0.440966,4007,Generic,GC
19,EPIlowcov_run-1_cbv,/home/chymera/data_scratch/irsabi/preprocessing/generic_collapsed/sub-4007/ses-ofM/func/sub-4007_ses-ofM_task-JogB_acq-EPIlowcov_run-1_cbv.nii.gz,ofM,-0.401366,4007,Generic,GC
20,EPIlowcov_run-0_bold,/home/chymera/data_scratch/irsabi/preprocessing/generic_collapsed/sub-4007/ses-ofMaF/func/sub-4007_ses-ofMaF_task-JogB_acq-EPIlowcov_run-0_bold.nii.gz,ofMaF,-0.444464,4007,Generic,GC
21,EPIlowcov_run-1_cbv,/home/chymera/data_scratch/irsabi/preprocessing/generic_collapsed/sub-4007/ses-ofMaF/func/sub-4007_ses-ofMaF_task-JogB_acq-EPIlowcov_run-1_cbv.nii.gz,ofMaF,-0.401499,4007,Generic,GC
22,EPIlowcov_run-0_bold,/home/chymera/data_scratch/irsabi/preprocessing/generic_collapsed/sub-4007/ses-ofMcF1/func/sub-4007_ses-ofMcF1_task-JogB_acq-EPIlowcov_run-0_bold.nii.gz,ofMcF1,-0.411943,4007,Generic,GC
23,EPIlowcov_run-1_cbv,/home/chymera/data_scratch/irsabi/preprocessing/generic_collapsed/sub-4007/ses-ofMcF1/func/sub-4007_ses-ofMcF1_task-JogB_acq-EPIlowcov_run-1_cbv.nii.gz,ofMcF1,-0.412246,4007,Generic,GC
24,EPIlowcov_run-0_bold,/home/chymera/data_scratch/irsabi/preprocessing/generic_collapsed/sub-4007/ses-ofMcF2/func/sub-4007_ses-ofMcF2_task-JogB_acq-EPIlowcov_run-0_bold.nii.gz,ofMcF2,-0.435031,4007,Generic,GC
25,EPIlowcov_run-1_cbv,/home/chymera/data_scratch/irsabi/preprocessing/generic_collapsed/sub-4007/ses-ofMcF2/func/sub-4007_ses-ofMcF2_task-JogB_acq-EPIlowcov_run-1_cbv.nii.gz,ofMcF2,-0.405613,4007,Generic,GC
26,EPIlowcov_run-0_bold,/home/chymera/data_scratch/irsabi/preprocessing/generic_collapsed/sub-4007/ses-ofMpF/func/sub-4007_ses-ofMpF_task-JogB_acq-EPIlowcov_run-0_bold.nii.gz,ofMpF,-0.428193,4007,Generic,GC
27,EPIlowcov_run-1_cbv,/home/chymera/data_scratch/irsabi/preprocessing/generic_collapsed/sub-4007/ses-ofMpF/func/sub-4007_ses-ofMpF_task-JogB_acq-EPIlowcov_run-1_cbv.nii.gz,ofMpF,-0.402617,4007,Generic,GC
28,EPIlowcov_run-0_bold,/home/chymera/data_scratch/irsabi/preprocessing/generic_collapsed/sub-4008/ses-ofM/func/sub-4008_ses-ofM_task-JogB_acq-EPIlowcov_run-0_bold.nii.gz,ofM,-0.425257,4008,Generic,GC
29,EPIlowcov_run-1_cbv,/home/chymera/data_scratch/irsabi/preprocessing/generic_collapsed/sub-4008/ses-ofM/func/sub-4008_ses-ofM_task-JogB_acq-EPIlowcov_run-1_cbv.nii.gz,ofM,-0.3837,4008,Generic,GC
30,EPIlowcov_run-0_bold,/home/chymera/data_scratch/irsabi/preprocessing/generic_collapsed/sub-4008/ses-ofMaF/func/sub-4008_ses-ofMaF_task-JogB_acq-EPIlowcov_run-0_bold.nii.gz,ofMaF,-0.426945,4008,Generic,GC
31,EPIlowcov_run-1_cbv,/home/chymera/data_scratch/irsabi/preprocessing/generic_collapsed/sub-4008/ses-ofMaF/func/sub-4008_ses-ofMaF_task-JogB_acq-EPIlowcov_run-1_cbv.nii.gz,ofMaF,-0.379343,4008,Generic,GC
32,EPIlowcov_run-0_bold,/home/chymera/data_scratch/irsabi/preprocessing/generic_collapsed/sub-4008/ses-ofMcF1/func/sub-4008_ses-ofMcF1_task-JogB_acq-EPIlowcov_run-0_bold.nii.gz,ofMcF1,-0.424904,4008,Generic,GC
33,EPIlowcov_run-1_cbv,/home/chymera/data_scratch/irsabi/preprocessing/generic_collapsed/sub-4008/ses-ofMcF1/func/sub-4008_ses-ofMcF1_task-JogB_acq-EPIlowcov_run-1_cbv.nii.gz,ofMcF1,-0.391639,4008,Generic,GC
34,EPIlowcov_run-0_bold,/home/chymera/data_scratch/irsabi/preprocessing/generic_collapsed/sub-4008/ses-ofMcF2/func/sub-4008_ses-ofMcF2_task-JogB_acq-EPIlowcov_run-0_bold.nii.gz,ofMcF2,-0.421921,4008,Generic,GC
35,EPIlowcov_run-1_cbv,/home/chymera/data_scratch/irsabi/preprocessing/generic_collapsed/sub-4008/ses-ofMcF2/func/sub-4008_ses-ofMcF2_task-JogB_acq-EPIlowcov_run-1_cbv.nii.gz,ofMcF2,-0.395281,4008,Generic,GC
36,EPIlowcov_run-0_bold,/home/chymera/data_scratch/irsabi/preprocessing/generic_collapsed/sub-4008/ses-ofMpF/func/sub-4008_ses-ofMpF_task-JogB_acq-EPIlowcov_run-0_bold.nii.gz,ofMpF,-0.429752,4008,Generic,GC
37,EPIlowcov_run-1_cbv,/home/chymera/data_scratch/irsabi/preprocessing/generic_collapsed/sub-4008/ses-ofMpF/func/sub-4008_ses-ofMpF_task-JogB_acq-EPIlowcov_run-1_cbv.nii.gz,ofMpF,-0.348682,4008,Generic,GC
38,EPIlowcov_run-0_bold,/home/chymera/data_scratch/irsabi/preprocessing/generic_collapsed/sub-4009/ses-ofM/func/sub-4009_ses-ofM_task-JogB_acq-EPIlowcov_run-0_bold.nii.gz,ofM,-0.423324,4009,Generic,GC
39,EPIlowcov_run-1_cbv,/home/chymera/data_scratch/irsabi/preprocessing/generic_collapsed/sub-4009/ses-ofM/func/sub-4009_ses-ofM_task-JogB_acq-EPIlowcov_run-1_cbv.nii.gz,ofM,-0.373517,4009,Generic,GC
40,EPIlowcov_run-0_bold,/home/chymera/data_scratch/irsabi/preprocessing/generic_collapsed/sub-4009/ses-ofMaF/func/sub-4009_ses-ofMaF_task-JogB_acq-EPIlowcov_run-0_bold.nii.gz,ofMaF,-0.422585,4009,Generic,GC
41,EPIlowcov_run-1_cbv,/home/chymera/data_scratch/irsabi/preprocessing/generic_collapsed/sub-4009/ses-ofMaF/func/sub-4009_ses-ofMaF_task-JogB_acq-EPIlowcov_run-1_cbv.nii.gz,ofMaF,-0.361894,4009,Generic,GC
42,EPIlowcov_run-0_bold,/home/chymera/data_scratch/irsabi/preprocessing/generic_collapsed/sub-4009/ses-ofMcF1/func/sub-4009_ses-ofMcF1_task-JogB_acq-EPIlowcov_run-0_bold.nii.gz,ofMcF1,-0.432959,4009,Generic,GC
43,EPIlowcov_run-1_cbv,/home/chymera/data_scratch/irsabi/preprocessing/generic_collapsed/sub-4009/ses-ofMcF1/func/sub-4009_ses-ofMcF1_task-JogB_acq-EPIlowcov_run-1_cbv.nii.gz,ofMcF1,-0.396055,4009,Generic,GC
44,EPIlowcov_run-0_bold,/home/chymera/data_scratch/irsabi/preprocessing/generic_collapsed/sub-4009/ses-ofMcF2/func/sub-4009_ses-ofMcF2_task-JogB_acq-EPIlowcov_run-0_bold.nii.gz,ofMcF2,-0.394389,4009,Generic,GC
45,EPIlowcov_run-1_cbv,/home/chymera/data_scratch/irsabi/preprocessing/generic_collapsed/sub-4009/ses-ofMcF2/func/sub-4009_ses-ofMcF2_task-JogB_acq-EPIlowcov_run-1_cbv.nii.gz,ofMcF2,-0.323475,4009,Generic,GC
46,EPIlowcov_run-0_bold,/home/chymera/data_scratch/irsabi/preprocessing/generic_collapsed/sub-4009/ses-ofMpF/func/sub-4009_ses-ofMpF_task-JogB_acq-EPIlowcov_run-0_bold.nii.gz,ofMpF,-0.429551,4009,Generic,GC
47,EPIlowcov_run-1_cbv,/home/chymera/data_scratch/irsabi/preprocessing/generic_collapsed/sub-4009/ses-ofMpF/func/sub-4009_ses-ofMpF_task-JogB_acq-EPIlowcov_run-1_cbv.nii.gz,ofMpF,-0.398173,4009,Generic,GC
48,EPIlowcov_run-0_bold,/home/chymera/data_scratch/irsabi/preprocessing/generic_collapsed/sub-4011/ses-ofM/func/sub-4011_ses-ofM_task-JogB_acq-EPIlowcov_run-0_bold.nii.gz,ofM,-0.382522,4011,Generic,GC
49,EPIlowcov_run-1_cbv,/home/chymera/data_scratch/irsabi/preprocessing/generic_collapsed/sub-4011/ses-ofM/func/sub-4011_ses-ofM_task-JogB_acq-EPIlowcov_run-1_cbv.nii.gz,ofM,-0.349153,4011,Generic,GC
50,EPIlowcov_run-0_bold,/home/chymera/data_scratch/irsabi/preprocessing/generic_collapsed/sub-4011/ses-ofMaF/func/sub-4011_ses-ofMaF_task-JogB_acq-EPIlowcov_run-0_bold.nii.gz,ofMaF,-0.389756,4011,Generic,GC
51,EPIlowcov_run-1_cbv,/home/chymera/data_scratch/irsabi/preprocessing/generic_collapsed/sub-4011/ses-ofMaF/func/sub-4011_ses-ofMaF_task-JogB_acq-EPIlowcov_run-1_cbv.nii.gz,ofMaF,-0.317452,4011,Generic,GC
52,EPIlowcov_run-0_bold,/home/chymera/data_scratch/irsabi/preprocessing/generic_collapsed/sub-4011/ses-ofMcF1/func/sub-4011_ses-ofMcF1_task-JogB_acq-EPIlowcov_run-0_bold.nii.gz,ofMcF1,-0.452547,4011,Generic,GC
53,EPIlowcov_run-1_cbv,/home/chymera/data_scratch/irsabi/preprocessing/generic_collapsed/sub-4011/ses-ofMcF1/func/sub-4011_ses-ofMcF1_task-JogB_acq-EPIlowcov_run-1_cbv.nii.gz,ofMcF1,-0.381486,4011,Generic,GC
54,EPIlowcov_run-0_bold,/home/chymera/data_scratch/irsabi/preprocessing/generic_collapsed/sub-4011/ses-ofMcF2/func/sub-4011_ses-ofMcF2_task-JogB_acq-EPIlowcov_run-0_bold.nii.gz,ofMcF2,-0.421165,4011,Generic,GC
55,EPIlowcov_run-1_cbv,/home/chymera/data_scratch/irsabi/preprocessing/generic_collapsed/sub-4011/ses-ofMcF2/func/sub-4011_ses-ofMcF2_task-JogB_acq-EPIlowcov_run-1_cbv.nii.gz,ofMcF2,-0.336115,4011,Generic,GC
56,EPIlowcov_run-0_bold,/home/chymera/data_scratch/irsabi/preprocessing/generic_collapsed/sub-4012/ses-ofM/func/sub-4012_ses-ofM_task-JogB_acq-EPIlowcov_run-0_bold.nii.gz,ofM,-0.41994,4012,Generic,GC
57,EPIlowcov_run-1_cbv,/home/chymera/data_scratch/irsabi/preprocessing/generic_collapsed/sub-4012/ses-ofM/func/sub-4012_ses-ofM_task-JogB_acq-EPIlowcov_run-1_cbv.nii.gz,ofM,-0.334967,4012,Generic,GC
58,EPIlowcov_run-0_bold,/home/chymera/data_scratch/irsabi/preprocessing/generic_collapsed/sub-4012/ses-ofMaF/func/sub-4012_ses-ofMaF_task-JogB_acq-EPIlowcov_run-0_bold.nii.gz,ofMaF,-0.425719,4012,Generic,GC
59,EPIlowcov_run-1_cbv,/home/chymera/data_scratch/irsabi/preprocessing/generic_collapsed/sub-4012/ses-ofMaF/func/sub-4012_ses-ofMaF_task-JogB_acq-EPIlowcov_run-1_cbv.nii.gz,ofMaF,-0.37657,4012,Generic,GC
60,EPIlowcov_run-0_bold,/home/chymera/data_scratch/irsabi/preprocessing/generic_collapsed/sub-4012/ses-ofMcF1/func/sub-4012_ses-ofMcF1_task-JogB_acq-EPIlowcov_run-0_bold.nii.gz,ofMcF1,-0.406219,4012,Generic,GC
61,EPIlowcov_run-1_cbv,/home/chymera/data_scratch/irsabi/preprocessing/generic_collapsed/sub-4012/ses-ofMcF1/func/sub-4012_ses-ofMcF1_task-JogB_acq-EPIlowcov_run-1_cbv.nii.gz,ofMcF1,-0.393009,4012,Generic,GC
62,EPIlowcov_run-0_bold,/home/chymera/data_scratch/irsabi/preprocessing/generic_collapsed/sub-4012/ses-ofMcF2/func/sub-4012_ses-ofMcF2_task-JogB_acq-EPIlowcov_run-0_bold.nii.gz,ofMcF2,-0.426646,4012,Generic,GC
